user_id,user_name,name,rating,review_text,date,likes_count,reviewer_link,reviewer_image,photos
928,AB Shai,"Chakhewa, Bhojpur",4,"Nice view point , local run homestay",a year ago,0,https://www.google.com/maps/contrib/100107204163216192384/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUMNkAan36l1L6jMeuKEuvFZnJt3qAYDkdgqoJuTt6bFsu8LOM=w36-h36-p-rp-mo-ba5-br100,"https://lh5.googleusercontent.com/p/AF1QipPp_pdSfmRmf5v47n1_wau-yrwiRU2iH2VF-h-2=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPPjVtMzuQqU63B3nE7eHzZiaPfR9ZNjlSpgUR_=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMoR0Qs5KeyET7g5aZ4VjSmnjYtoucs9tGCP-Gc=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNmASiTeTfnSidedZdYrbtZdyjb-f9l1jzB0zRo=w300-h225-p-k-no"
929,Bikramaditya Niroula,"Chakhewa, Bhojpur",5,"Place is really great. Chilled weather you need to carry woolen or winter jackets while we visited here in summer. We only Carried windcheater jackets, felt really cold. There is no crowd and suggest  to built no more hotels, restaurants and other ugly concrete hangouts. Right now it's perfect, it's what it is. Accept what it is. It's peace here, your anxiety and other tiredness gets dissappear here.

5 stars out of 5 !!

Don't forget to inhale  ""W""",8 months ago,0,https://www.google.com/maps/contrib/110622839660279045284/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUq970olQviAMDx30Ysi7BgTZd2ej99wS9TaB-l6uKuLg9MNWyRkg=w36-h36-p-rp-mo-ba5-br100,
62,SampurnA RAI (XRS3),"Chakhewa, Bhojpur",4,beautiful,a week ago,0,https://www.google.com/maps/contrib/116881219105730403554/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjV4Pce9czTVFEYwF460BazesT7mYhVIlVP-CKAdhFj4gdiiOtgD=w36-h36-p-rp-mo-ba4-br100,"https://lh5.googleusercontent.com/p/AF1QipMyzxn5bF9yZdOokstPWSVlON0GjlQpYOxNe2C-=w300-h450-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOLaMaOZEX-kQIK7gZxhcPMcE_zqrPPhqe-Pc5W=w300-h450-p-k-no"
930,Karki Narayan,"Chakhewa, Bhojpur",4,Such a wonderful place.. loved it 💞,2 months ago,0,https://www.google.com/maps/contrib/103453444431470950866/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocL4K-hl34TegECXyruMNXyC_OF-Fe6kZg9vHYxg2p0IUbejTw=w36-h36-p-rp-mo-br100,
931,Daniel Asher,Chaku Christiya Mandali,5,Great place to hear about God's love for you and find out how to have peace.,2 years ago,1,https://www.google.com/maps/contrib/101127749848081571793/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWt3p4XDi0vjI0USAQO4U1UswODvm4GGr_lZQuG35HNUOonXItAVQ=w36-h36-p-rp-mo-ba6-br100,
932,Drace Ace,Chaku Christiya Mandali,4,Great place to find peace,a year ago,0,https://www.google.com/maps/contrib/101340592163452963703/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocJdOwZk5gbg7Gc7DdfWq-s08iw9lV0fT0L90bbWv5X-_wn2dg=w36-h36-p-rp-mo-br100,
933,Unik Sherpa,Chaku Christiya Mandali,5,,a year ago,0,https://www.google.com/maps/contrib/106637640260472680239/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXHh0S5h4x6NuTFU7ufePWT_sL_RszfEXP67tEWTBp6MMs2t-eS=w36-h36-p-rp-mo-br100,
934,Evgeni Todorov,Chame View Point,5,"Trail is overgrown but otherwise in good condition (Sep 2024). Follow the signs and don't give up when it looks like the path is gone, look ahead. The sign says 1h30min from Chame, it's ~4k with ~400 elevation. A 4a bouldering problem at the end if you want the super cool photo 😁 …",4 months ago,0,https://www.google.com/maps/contrib/111113787202604576951/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocLWDFjBc-Tm3HBX7exhrLaWiuPaptcg527A5HEWfrKCd5Hotw=w36-h36-p-rp-mo-br100,"https://lh5.googleusercontent.com/p/AF1QipMLTLdr5CNc-Isnl9YmbXV_IWJzAhhJ8SSyFtak=w300-h450-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOuOAXne5dLItRZN_Ftf7Fdr6lQ94YgrP_X55-y=w300-h450-p-k-no"
935,Rokib Shaon,Chame View Point,5,Amazing Place,a year ago,0,https://www.google.com/maps/contrib/115523088722115430689/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUXEh8P8A-pxDV4PugmHGoxL3MQwRwXb4VNCQikpKm5aCUP0zn76Q=w36-h36-p-rp-mo-ba6-br100,"https://lh5.googleusercontent.com/p/AF1QipNW_iE5-1XVfrhPQ3HJj8t4b0IXUqrpDnyadlKj=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipO4s7l-kD3iAlV1vUzB3GaXmpexgVEdwDGRQv6Q=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNt5lbcRGzB-fCEaYjX74XDB8jrF-C4pxgM7g51=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOtcfQECWrTZH9fQDVbejoRhBgBTD6UIWU3oL1-=w300-h225-p-k-no"
936,Frank Bauer,Chame View Point,4,"Great views of Manaslu, Annapurna II and IV and Gangapurna.
As of October 2024, the path is not maintained and is rarely used. You fight your way through a green thicket, but are rewarded with a fantastic view.
Put on long pants!",3 months ago,0,https://www.google.com/maps/contrib/114702733866312218890/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXChs0sIbXVXjUYFCczhU2DLoO87GaPu-X3iQgXGG_GdiVU1pFC=w36-h36-p-rp-mo-ba3-br100,"https://lh5.googleusercontent.com/p/AF1QipMDoCqm1stSUVJn-_OVzX4MryZSRPoTR85bLh8L=w300-h450-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNHYh7x2J9EM4vqdZ3rk95GyKrlGOh1ClQlG4Qu=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNBBpm6z7uFlR857zWj7if8r3Cy5KVoXz4er9AS=w300-h225-p-k-no"
937,Iman Singh Ruchal,Chame View Point,5,,a year ago,0,https://www.google.com/maps/contrib/115050852614277263231/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXKvpfUP4PotYAF5Vcba195gQqaJlVPoRZ2ZYQ8XLLhdNZVDkcF=w36-h36-p-rp-mo-br100,
938,jeevan yadav videos,Chame art,5,Missed the photos but videos are all at pul .,a year ago,0,https://www.google.com/maps/contrib/103715386515380847741/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWPYTi0Oh85s3BzgaKIgruDCbTEEZZdufmBwuq7eC2nRmmd7pyX=w36-h36-p-rp-mo-ba5-br100,"https://lh5.googleusercontent.com/p/AF1QipOeZOeMTphmBRbVIgOvBbOX4bb-Cp7qmzjzhDv3=w300-h450-p-k-no, https://lh5.googleusercontent.com/p/AF1QipON8x-V2beQGPW2eNg-t3COWyiZi89LwxZ4dezt=w300-h450-p-k-no"
939,Suraj Sharma,Chame art,5,Increase beauty of Chame,a year ago,0,https://www.google.com/maps/contrib/111003541286591288378/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVoo74RhXSGizblXh377sFduJO8St75E34obgzrbKuokDojGgMt=w36-h36-p-rp-mo-ba5-br100,
940,Masruddin Khan,Chamere hill,5,,2 years ago,0,https://www.google.com/maps/contrib/108340212052468867404/reviews?hl=en,https://lh3.googleusercontent.com/a/ACg8ocLlRIEHxf1rDG1gxTL4GMrkyuOKOHIHQcXEiRbtKZG1e4XhdA=w36-h36-p-rp-mo-br100,
941,Ek Ghumakkad-the traveller,Chameri gufa,1,"Total money waste don't go in place nothing here only one cave with bat
Bat cave which is known as Chamero Gufa in the Nepali language was discovered by the local people of the area in 2043 B.S. (1986 A.D.). The cave is home to thousands of bats of different species and therefore, is known as a Bat cave. It is located around 10 kilometers northwest of Lakeside Pokhara in Pokhara Metropolitan City Ward No. 16. A 10-minute walk from Mahendra Cave will take you to the gates of this mind-blowing cave.

Surprisingly, This cave was on private land during the time of its discovery. Later, Bindhyabasini secondary school took ownership of the land and its management.

Once you go inside the cave, you will reach a huge space. The cave is built from Limestone and is a habitat for different species of bats. You will be able to notice them hanging upside down at the walls, corners, and ceilings of the cave with the help of an emergency light provided by the counter. The different species of bats found in this cave feed on fruits and insects. The cave is 225 meters long and there are two different entry and exit routes",2 months ago,0,https://www.google.com/maps/contrib/114978687630880407796/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUiUn0hF7ThJbtQJcadLulnLW4zG2YCplzbGeZKKWGWXdoNlJum=w36-h36-p-rp-mo-ba6-br100,"https://lh5.googleusercontent.com/p/AF1QipOm8zKdBKw55KGTdYyNWJnCkV0FUe0FNSM6CeE=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNx2ZArDV_JTxXkt9ZVf7bfaO_DOUjmZ5xiHFI=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNXFW9rA2Ox0kAy9FiLg-u-2IcpUkUTlvreomk=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipP9x9OeLHFhgJOaxMR10iAAycUbGwYCs5KvXYs=w300-h225-p-k-no"
942,Piyush Ghimire,Chameri gufa,5,"One of the major attractions in Pokhara is the stunning Bat Cave, an incredible natural wonder. Inside the cave, you’ll have the unique opportunity to see live bats hanging from the ceiling. The narrow pathways leading through the cave can be challenging, requiring careful navigation, but this only enhances the thrill of exploration. I highly recommend to visit with a local guide.
Overall, Bat Cave is a must-visit destination for anyone traveling to Pokhara, offering a perfect blend of natural beauty and adventure.",3 months ago,0,https://www.google.com/maps/contrib/114989425105155886471/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUinnczwJHaFO3MNjwHQNUcGyS-GMXr1gH64R0hWj6tARDzstsq=w36-h36-p-rp-mo-ba6-br100,"https://lh5.googleusercontent.com/p/AF1QipN6Rb8CeN0vQyDfJkxvWFPJeyRmzv1hDjJQ-mY=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNvMnM6nXpeNI_mhYGoB8VZV0RoqnFnEgLjIS4=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNbgDxiFv9udmkHm1sW7eIUWbB9jw-XruVoWu0=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipM-GyjGqvB37bMvGmMrLfFu8inqa_AL5lPzjkU=w300-h225-p-k-no"
943,Mahesh Patil,Chameri gufa,5,"Nice cave with large no of bats
Not a big cave
But good natural formation
Must visit place",a month ago,0,https://www.google.com/maps/contrib/110384194484617328290/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWGQGqgN21BJiJw0DdhN39iMet_u7G_2yeY3rdu3nD8fnX5U990=w36-h36-p-rp-mo-ba6-br100,"https://lh5.googleusercontent.com/p/AF1QipNOjcKBZLdLbi25qv65e2S7ROgmPiXK8ORyjRu8=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOclgYOmHb9jSUpIZiq0vf1UJUqSwL3xvE4tiYF=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMa065zuWL_zgNgbxF43wgs1vziCeYKqLkTW2Qp=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNWLKEcAsDddUmn6Uf65GzBJtvNSzj13mK_H-dV=w300-h225-p-k-no"
944,Prateek Kapsime,Chameri gufa,5,"Though optional, you would definitely need a guide to visit here. The cave has passes and natural formations that are worth exploring and also adds a bit of adventure to the journey.",2 months ago,0,https://www.google.com/maps/contrib/101558836790503021698/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocJAFVJ_bj3OfA4uzp0PBhMeKi4QjVsJEy1IG9Ak70uPZNPPdQ=w36-h36-p-rp-mo-ba2-br100,"https://lh5.googleusercontent.com/p/AF1QipNwua0vz66HnvYE0bfuS4MhUb2t_Q_mIhbvS9aH=w300-h450-p-k-no, https://lh5.googleusercontent.com/p/AF1QipP3RGC8GXtuP1zVEYNMRVM7RRoU3hQRKt0fNMFR=w300-h450-p-k-no"
945,Kuhu Saxena,Chameri gufa,3,"It's a so so place, nothing too special. There's a cave which is natural and it's a little adventurous to get inside it, and there are bats hanging on the ceiling of the cave.

I went to this place in the humid season, but there's nothing too special about this place. Still if you do wish to go, go during winters.",6 months ago,0,https://www.google.com/maps/contrib/104029698643223334090/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXWvQ4koCZf2RWGW3OeuzIfTTIYLqk0Jj09radLRRPF05rgm4MBCA=w36-h36-p-rp-mo-ba5-br100,"https://lh5.googleusercontent.com/p/AF1QipOsb4NmO-zkskbqs-E0RjGoncSsZd3vd5U29V0E=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipORu_1H0odQwbvKjgpTxROW4wv7EBLzNohWruoE=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOdsZxGFDOTzWFPte2OI6aayZ_kPtvrfJBQBOqy=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMCrQENkwpn2rfdHrKfT8qFfFJ5en4Kx2Kg2xer=w300-h225-p-k-no"
946,Abhimat K.C.,Chameri gufa,4,"If you're looking for a cool adventure, check out the Bat Cave in Pokhara! Inside, there are lots of bats and scientists study them there. It's really cool to see all those bats in their home. Whether you love nature or just want something different to do, visiting the Bat Cave will be a special experience!

And outside the cave, you can go for a horse ride, which is even more fun!",8 months ago,2,https://www.google.com/maps/contrib/116276453470989659271/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUjGGpcAxDh75jY6lmzcP8qyMIZNAFmHGRp19XIVK_kDY9ZZ5o=w36-h36-p-rp-mo-ba4-br100,"https://lh5.googleusercontent.com/p/AF1QipPyWCXgU5BHtSxm9Eu-S0WMqdk7OlhHyahPOyv3=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNEghIh_naVc4herd1a3ndOptqQABVH0sozJ_XY=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMgiQa7u2Q9mhfCz_R6NDYbK-4rzVyM1-mMlc3d=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipM4NVi4luyJ8wOcENAxIOZIJakAhMKYdPZ-J-qT=w300-h225-p-k-no"
283,Umesh Duwal,Chameri gufa,5,"Exploring the cave with bats hanging from the ceiling is quite an experience. There’s a small opening to emerge from the cave, adding a sense of adventure to the visit. The sight of bats and the unique exit make it a memorable and intriguing journey.",4 months ago,0,https://www.google.com/maps/contrib/101527774341780079897/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjW4g1USc93KoNKHlpWjI7B_xc0KUEbpX1uIBrhHlGrgJaAHTj0=w36-h36-p-rp-mo-ba5-br100,https://lh5.googleusercontent.com/p/AF1QipMkMiEC-Z0o2HVkZj7Fps8KN63DkmOyAeDbOCb-=w600-h450-p-k-no
947,Manish upadhyay,Chameri gufa,4,"Bat cave or chamera gufa is the same.
It's adventurous place. Where you will find thousands of bats. Cave path is really bad. It is not advisable to take your children there.
The entry ticket is 80 NPR.
There is very dark inside the cave. So they provide battery torch from there side.
Without it difficult to walk, you will find lots of bats in the starting of cave.
After that it's much better you return.
Path inside cave  having lots of ups and downs.
It will take 30 to 60 min.",7 months ago,6,https://www.google.com/maps/contrib/112102246007618486584/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXxyi0TRSCbvQdxjV3zXUACUFjHcnavcowDo44yP2vg77iTSKlX=w36-h36-p-rp-mo-ba6-br100,"https://lh5.googleusercontent.com/p/AF1QipPmc3d82F5U2RTdhPc1pcb9zrDqVss4ki22X7T7=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipN8LrfyXsyXz2809aLI0UpwisyV3KepBbVacVKO=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOpJUkA9Gq1SicJztti2HP8G6m4RndG8g0qfPuD=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMgQH9tRBVYPQ5wuwieY_jebl_VC-vIDrh4WxrL=w300-h225-p-k-no"
948,Shiva Rana,"Chamman Chauraha, Kaluwapur",5,Beautiful 😍❤️ bajar …,2 months ago,0,https://www.google.com/maps/contrib/115595341766795234445/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjX2EzlPeCsWybpKtR2kKCDhNw2wObi5znx8j5hx_-xH-vmEUbKiyw=w36-h36-p-rp-mo-br100,
949,Mohan Bhandari,"Chamman Chauraha, Kaluwapur",5,,a month ago,0,https://www.google.com/maps/contrib/108641754828358602343/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjU4k3oO5UW1Oj1d0sDByo6ApfGKMTpoeqVhzYT9ixrwcfY5NSbn2g=w36-h36-p-rp-mo-br100,
950,KR Joshi Official,"Chamman Chauraha, Kaluwapur",5,,2 days ago,0,https://www.google.com/maps/contrib/113207158999348882608/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWM7-zs1OsE_jm34HXzslWSMIYqx64Hw8mnXnc18oMXXAy1wpsVtQ=w36-h36-p-rp-mo-br100,
951,Narad Ojha,"Chamman Chauraha, Kaluwapur",3,,3 months ago,0,https://www.google.com/maps/contrib/105342908400998644669/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWa5B3u0jggNZO60s1GsqN3qKdb3C_dr60O82EEKp-w0g2rlEb5=w36-h36-p-rp-mo-ba3-br100,
952,Devraj Bhatt,"Chamman Chauraha, Kaluwapur",5,,5 months ago,0,https://www.google.com/maps/contrib/117886461227424709676/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjV-oDtl13fnQ7qzHvapesY34e9GN23a5fd-wfLsj_GO6qM0WokUMQ=w36-h36-p-rp-mo-br100,
953,madan rana,"Chamman Chauraha, Kaluwapur",5,,6 months ago,0,https://www.google.com/maps/contrib/102229927965989361217/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocKF7QBunXsPjcyq8ykqkutQY3Elj3Jtri0dPmCGBCtaF2RCug=w36-h36-p-rp-mo-br100,
954,Jivan Kala,Champadevi kakani,5,"CHAMPADEVI KAKANI MANDIR THE HINDU TEMPLE...
Champadevi Kakani Temple is located in Okhaldhunga District of Province No. 1 of Nepal🇳🇵
This Temple was established in the year of 2014. There is a Hindu religious belief that one's wishes will be fulfilled after coming here and worshiping. That's why devotees from surrounding districts including Okhaldhunga come and perform puja.
Enchanter (झाक्री) dance is also performed in this Temple. Farmers perform special pujas (prayers) in this Temple to increase agricultural production, while those who do not have children, they ask for a boon to have children. And there is also a religious belief that all wishes will be fulfilled by praying.
Every year from Haribodhani Ekadashi to Panchami, there is a crowd of devotees visiting here.
Well, I visited this Temple with my Love Family🥰👨‍👩‍👧‍👧❤️😍",11 months ago,2,https://www.google.com/maps/contrib/106600564092712430977/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXYhz1AGJiktYvfgrVmYMDn-GRaXalxCD8NJZ5RDaovjsnLoHl5=w36-h36-p-rp-mo-ba5-br100,"https://lh5.googleusercontent.com/p/AF1QipMJaqSisT-09yNuhOaa__dEUDvdlrKe8R9XkuPG=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOqbnH3i-C3Jf7P2gv-gGx4GenDP_cY7PkWKCDB=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMqImLefv7LbhPs0UPZBUtOov6OD7MImg5ZBLmy=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNW834-yYWYJCYwMCJADnIbYQXwRk4ZbCnmAzoi=w300-h225-p-k-no"
955,prabin rai,Champadevi kakani,5,,3 weeks ago,0,https://www.google.com/maps/contrib/100436152283054572450/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocK7XtIRRNDtDM7UOSmmXMovcVhtP_z0dpdtv_3P9EBiP1jmmQ=w36-h36-p-rp-mo-br100,
547,Samir Maharjan,Champuja Greenery Park/Children Park,4,A lovely place to spend a day. Can go for dry picnic and have fun inside the garden.,2 years ago,0,https://www.google.com/maps/contrib/101099027123545333387/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXVa1-L-W-eJgaD6EAgs8-4FFDDIZ5vGCsIj_gQNz7Wpa6tUscz=w36-h36-p-rp-mo-ba4-br100,"https://lh5.googleusercontent.com/p/AF1QipPqR6AGxCeWNLK4Ld_pxQBV6mR1AGJwKsNuW5rm=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOF230EK0_a7bLsaCwl5h-ns5AYE4PO-ZinAjGv=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMVFtp2025dEMemZGLnMYKQJMzN3vaNDcz8swSH=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPITfl_owR-5oeuak8yCTnZ5xrviyGnEoMbKLuJ=w300-h225-p-k-no"
956,Sandesh Jonchhe (Sjonchhe),Champuja Greenery Park/Children Park,5,Absolutely underrated place! Probably the best part about dolakha!This park is just beside the Tripura sundari temple.It goes all the way down to a cave which remains always closed.Full panaromic view of mt.Gaurishankar can be viewed which gives an absolutely pleasant feeling.All in all the park is well managed and remains one of the underdog feature of Dolakha tourism.,7 years ago,3,https://www.google.com/maps/contrib/112168737327305887636/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWofLU9W8GH0CZYRe3Hi2kQf1k4FBWe3oH1SMgec0Yx11ENlTOk=w36-h36-p-rp-mo-ba6-br100,"https://lh5.googleusercontent.com/p/AF1QipNgk2ulNF2FEs56sBmekQHLSXPeg47leIHcFOTo=w300-h450-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPWrpXJXsuUGvrZNBwAVDV7p8VMFaZMBKKIhhmO=w300-h450-p-k-no"
957,Kewal Bhattarai,Champuja Greenery Park/Children Park,4,"Naturally beautiful park
Can b a good picnic spot as well
Awesome view  of Tamakoshi river & mountains",6 years ago,1,https://www.google.com/maps/contrib/104937289587992953535/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjW9AQl2TTed7jY5ikoTKS_7GzeGpxPp2u2J-Pvo2S64aXrKx6GB=w36-h36-p-rp-mo-ba4-br100,"https://lh5.googleusercontent.com/p/AF1QipMI-UfhPbOypz-VJXpMQNShYRet2oHFa5dPN8xA=w300-h450-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPk5gkns11322n6R8ytgqUvK-ZduPgO6NBUsKkf=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMGpMMpM4sGUI24ExxVj_E52n-gFUkFqd58VdFN=w300-h225-p-k-no"
958,Subarna Shrestha,Champuja Greenery Park/Children Park,5,"Naturally and historically important and beautiful park. If we are feeling bore, if you come here then we feel fresh here. It is near jungle so, we can get fresh air. We have seen very beautiful scene. Tamakoshi river in the lap of Mount. Gaurishankar and Rolwaling mountain range. We can see natural beauty of nature here. It's very much important place to tourism.",a year ago,0,https://www.google.com/maps/contrib/107063725571273023379/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXEk7ow_KSakUnEVRZp77eCKW12dWHf8uJC5nKZryUajudcA-ji=w36-h36-p-rp-mo-ba5-br100,
959,Bikas Dip Basnet,Champuja Greenery Park/Children Park,5,"One of my favourite place near Dolakha Temple.You can get fresh air and Beautiful landscape scenario from here. There is a small cave too and Old temple Down to Hill.
Loved this place.",2 years ago,0,https://www.google.com/maps/contrib/102394708119787238838/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjU4sgEoIVYnkpuKwc0sCkcuU6oeKsuj0PjQT5iBxJ2pPkw5Yt33oQ=w36-h36-p-rp-mo-ba5-br100,
960,sidis maharjan,Champuja Greenery Park/Children Park,4,"Champuja Greenery Park one of the nice place to visit during your visit in Dolkha, greenery trees, fresh air, playing tools for childrens, amazing Panaromic view, you can also visit the cave but it's narrow and steep down.",2 years ago,0,https://www.google.com/maps/contrib/114287622265551723831/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXQpG-hNkIlxBTFCnAPqjMYnqcIil4Zb0WwV4Q2fi9J9AFjNhQ=w36-h36-p-rp-mo-ba5-br100,
961,Aayush Kc,Champuja Greenery Park/Children Park,1,"It is closed park nothing to see inside their only the hills which are quite good not more.
I don't recommend it, it is a abandon place.",a year ago,0,https://www.google.com/maps/contrib/105883641901078455398/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXpw0EcaieDyCML_txf6WyNrf4ZMx2LkX66z8PjSYvq-r0_oJY=w36-h36-p-rp-mo-br100,
962,Pawan Newpane,Champuja Greenery Park/Children Park,5,Its the quite nice park in Bhimeshwor municipality ward no 2,a year ago,0,https://www.google.com/maps/contrib/101386315979512657398/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXP2q2AACVEd2bAbNmMAmTSW1fuW6d0ekPeOlhRsFLTUCypOCU=w36-h36-p-rp-mo-br100,
963,Sijan Manandhar,Chanaute Arughat Gorkha,5,,2 weeks ago,0,https://www.google.com/maps/contrib/101320850771447110192/reviews?hl=en,https://lh3.googleusercontent.com/a-/ALV-UjWd-j7kI2SzVl4iJC8aOT7Lwcr8_oFWTl0smeHg1Bq4PDLePuAFwQ=w36-h36-p-rp-mo-br100,
964,Arit Tamang (HUNTER),Chanaute Arughat Gorkha,5,,a year ago,0,https://www.google.com/maps/contrib/100123832893749183298/reviews?hl=en,https://lh3.googleusercontent.com/a-/ALV-UjU3LP076nCCyI29xXvLPFX4D0S072Im9GQOALjwrHD4k4NCNiBJMQ=w36-h36-p-rp-mo-ba4-br100,
283,Umesh Duwal,Chandeshwori Temple,5,"This temple is a wonderful place to unwind and enjoy some quality time with friends. The peaceful atmosphere is perfect for sitting, chatting, and taking in the serene surroundings. The beautiful paintings throughout the temple add a touch of artistry and calm, making it a delightful environment to relax in.",5 months ago,0,https://www.google.com/maps/contrib/101527774341780079897/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjW4g1USc93KoNKHlpWjI7B_xc0KUEbpX1uIBrhHlGrgJaAHTj0=w36-h36-p-rp-mo-ba5-br100,"https://lh5.googleusercontent.com/p/AF1QipOxbgu75bx85dwpg4Sz7y1xf4KLroFH2fJqM-AV=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipN4lQvTyYacIj9EWkvfpflV4j60C9Wkns1zYsEh=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipN6KV0Z_FxZxk6xYslemk1Oodb2mr8TWyJqippM=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMjK_FTS-zfIs5ixaj0lrYoVvZp2bPeJ_G6WYAB=w300-h225-p-k-no"
