id,name,address,latitude,longitude,location,types,
4814,chaaurapaataii,"chaaurapaataii, naepaala",29.2307785,81.1476644,naepaala, tourist_attraction,
4815,chaautaaraa,"chaautaaraa, naepaala",27.7760591,85.6948458,naepaala, tourist_attraction,
4816,chaautaaraa baudadha paaraka,"Q828+5P, Tarakeshwar 45306, naepaala",27.7856541,85.7050907,Tarakeshwar,,
4817,chaautaaraa nagarapaalaikaa samyaukata wadaa kaarayaalaya,"QPJ6+3GW, chaautaaraa 45306, naepaala",27.7802375,85.7113687,chaautaaraa, mosque,
4818,chaautaaraa saaँgaachaokagadhaii,"chaautaaraa saaँgaachaokagadhaii, naepaala",27.7760873,85.6948371,naepaala, tourist_attraction,
4819,chaauwaisae,"chaauwaisae, naepaala",26.9073419,87.4418454,naepaala, historic_site,
4820,chaaँgau naaraayana manadaira,"PC8H+H38, chaaँgaunaaraayana 44600, naepaala",27.7163249,85.4278221,chaaँgaunaaraayana, hindu_temple,
4821,chaaँgau samgarahaalaya,"PC8H+HM5, Mandir Walkway, chaaँgaunaaraayana 44600, naepaala",27.7163961,85.4292452,Mandir Walkway, monument,
4822,chaaँgaunaaraayana paaraka,"Changunarayan Rd, chaaँgaunaaraayana 44804, naepaala",27.7182628,85.4314318,chaaँgaunaaraayana, park,
4823,chaaँgaunaaraayana paikanaika sathala,"Changunarayan Rd, chaaँgaunaaraayana 44600, naepaala",27.7170146,85.4314923,chaaँgaunaaraayana, picnic,
4824,chaeradaunga haila jairaii,"M7H3+QW5, jairaii 45500, naepaala",27.6793867,86.2548713,jairaii, mosque,
4825,chaerae chaaura,"85GC+859, chanadananaatha 21200, naepaala",29.3257886,82.1704709,chanadananaatha, hike,
4826,chaerainajaiga mauuratai (awalaokaitaesawara/karauunaamaayaa),"maelamachaii, naepaala",27.8445884,85.6413727,naepaala, monument,
4827,chaichailaa,"chaichailaa, 56900, naepaala",27.4757381,87.2481621,56900, tourist_attraction,
4828,chaihaana daaँdaa,"PH26+4C6, nayaaँgaauँ daeupaura 45200, naepaala",27.7007369,85.5611318,nayaaँgaauँ, hike,
4829,chailaaunae kharaka,"3G74+VP, phaokasainga 32600, naepaala",28.0647431,83.506835,phaokasainga, trek,
4830,chailamchawa,"M7GH+Q5F, kaiirataipaura 44618, naepaala",27.67693,85.2779224,kaiirataipaura, historic_site,
4831,"chaisaapaanaii gadhaii, raamaechhaapa","manathalaii 45400, naepaala",27.4073066,86.0355392,naepaala, tourist_attraction,
4832,chaishamkhaugadhaii,"chaishamkhaugadhaii, naepaala",27.2864975,86.6471365,naepaala, tourist_attraction,
4833,chaitatadhara haृdaya parataimaa,"M8X2+C53, kaathamaadaauँ 44600, naepaala",27.6985023,85.3004313,kaathamaadaauँ,,
4834,chaitawana raashataraiya naikaunyaja,naepaala,27.519285,84.3135318,,,
4835,chaitawana raashataraiya naikaunyaja kaarayaalaya,"G8XJ+V3C, 44200, naepaala",27.549692,84.330144,44200, monument,
4836,chaiyaa baaraii,"WW7C+3X4, Ilam 57300, Nepal",26.9126304,87.9224488,Ilam,"park, point_of_interest, establishment",
4837,chaiyaabaaraii kataeja,"WW7G+VFM Ilam, Bazar 57300, naepaala",26.9147055,87.9261745,Bazar,,
4838,chakaraghatataa,"chakaraghatataa, 45800, naepaala",26.9104528,85.503389,45800, tourist_attraction,
4839,chakhaewaa CHAKHEWA,"5WXH+W66, bhaojapaura 57000, naepaala",27.1997846,86.9280252,bhaojapaura,,
4840,chamapaadaewaii manadaira,"Okhaldhunga Okhreni, 56100, naepaala",27.3314901,86.347464,saidadhaicharana, hindu_temple,
4841,chamkhaelaii,"chamkhaelaii, naepaala",29.7411152,82.0733032,naepaala, tourist_attraction,
4842,chamlliya river muhan,"Darchula Apihimal 1,Nepal, 10100, naepaala",29.8328857,80.5379297,Nepal, hike,
4843,champaa daewaii shaikhara samamaelana,"J7W3+9RF, Champa Devi Trail, dakashainakaalaii 44600, naepaala",27.6459375,85.2545439,Champa Devi Trail,,
4844,chanaaaitae paataii,"PJ75+C36, mahaadaewasathaana manadana 45200, naepaala",27.7135251,85.6076276,mahaadaewasathaana, historic_site,
4845,chanadaii bhagawataii manadaira,"GPRW+9RH, nagarapaalaikaa raoda, raajawairaaja 56400, naepaala",26.5409586,86.7470991,nagarapaalaikaa raoda, hindu_temple,
4846,chanadananaatha,"chanadananaatha 21200, naepaala",29.3031459,82.1496049,naepaala, historic_site,
4847,chanadananaatha manadaira,"75FM+MCP, chanadananaatha 21200, naepaala",29.2742033,82.1835789,chanadananaatha, mosque,
4848,chanadara nagara,"chanadara nagara 45800, naepaala",26.9233469,85.6177891,naepaala, historic_site,
4849,chanadaraagairai kaebala kaara maathailalao sataesana,"M683+6V9, Kulekhani-Phakhel-Matatirtha Rd, chanadaraagairaii 44600, naepaala",27.6672261,85.2058437,Kulekhani-Phakhel-Matatirtha Rd, tourist_attraction,
4850,chanadaraagairai manaoranyajana udayaana,"M673+XWR, phaakhaela 44600, naepaala",27.6649761,85.2047796,phaakhaela, amusement_park,
4851,chanadaraautaa chaaeka,"JVX7+JQ5 E W, mahaenadara raajamaaraga, shaiwaraaja 32800, naepaala",27.6490227,82.8644788,mahaenadara raajamaaraga, park,
4852,chanadarakaota,"chanadarakaota, naepaala",28.1092552,83.4157635,naepaala, historic_site,
4853,chanadarakaota gaauँpaalaikaa,"4C48+569, shaanataipaura 32600, naepaala",28.1054223,83.4156081,shaanataipaura, church,
4854,chanadaramaa paokharaii,"X88V+3HQ, dhanakautaa 56800, naepaala",26.9652063,87.3439793,dhanakautaa, tourist_attraction,
4855,"chandani chowk,sitapur, saptary","JQG5+6GF, saitaapaura 56400, naepaala",26.6255604,86.7588102,saitaapaura, picnic,
4856,chaotalaunga paaraka basanatapaura taeharathauma,"4CH5+HHH, 57500, naepaala",27.1289317,87.4089807,57500, museum,
4857,charaikaota,"charaikaota, bhaimaeshawara nagarapaalaikaa 45500, naepaala",27.6666123,86.0504111,bhaimaeshawara, historic_site,
4858,charangagae chaauka parataikashaalaya,"Charange, Devdaha-10, 32900, naepaala",27.6726427,83.4926336,Devdaha-10, historic_site,
4859,chauchachae dhaungagaa View tower,"Chichila 2, khaaँdabaaraii 56900, naepaala",27.392669,87.2120599,khaaँdabaaraii, museum,
4860,"chaugaada,daolapaa","2QHF+7R3, pahaadaa 21400, naepaala",29.0281478,82.7745346,pahaadaa, hike,
4861,chaugaau daolapaa,"2QM7+225, laikhau 21400, naepaala",29.032524,82.7625968,laikhau, historic_site,
4862,chaughada bagaicha,"W62Q+M32, chaaughadaa sathaanaiya maaraga, chaaughadaa 44900, naepaala",27.9016277,85.2376548,chaaughadaa sathaanaiya maaraga, park,
4863,chaulaachaulaii,"chaulaachaulaii, naepaala",26.7084299,87.7566513,naepaala, historic_site,
4864,chaumanaubaraii gaauँpaalaikaa kaarayaalaya,"9VVX+72M, gaaupaalaikaa, sairadaibaasa, naepaala",28.3931548,84.8975658,gaaupaalaikaa, mosque,
4865,chaumanauwaraii,"chaumanauwaraii, naepaala",28.4908848,85.0449774,naepaala, monument,
4866,chaur pokhari,"Q625+3M8, chhatarae daeuraalaii 45100, naepaala",27.7501509,85.2091923,chhatarae, tourist_attraction,
4867,chaurae,"chaurae, naepaala",29.0149454,80.6232738,naepaala, tourist_attraction,
4868,chaurae chaauphaala,"R8QP+PV, gaolabajaara 56500, naepaala",26.839322,86.3371962,gaolabajaara, hike,
4869,chaurae kashaetara,"WXQX+6JC, chhairaeshawaranaatha 45600, naepaala",26.9380737,85.9990296,chhairaeshawaranaatha, hike,
4870,chayaamachae jharanaa,"C9MV+MWR, dhaaraapaanaii 33600, naepaala",28.4342366,84.3947736,dhaaraapaanaii, hike,
4871,chhaayaaँnaatha raaraa,"chhaayaaँnaatha raaraa, naepaala",29.5478793,82.1571427,naepaala, tourist_attraction,
4872,chhabaisapaathaibhaeraa,"chhabaisapaathaibhaeraa, 10500, naepaala",29.5619272,81.0544855,10500, tourist_attraction,
4873,chhaedaa paokharaa thaumakao,"23M9+MMF, dhaaraapaanaii 32700, naepaala",28.0341993,83.069166,dhaaraapaanaii, hike,
4874,chhaedaagaada,"chhaedaagaada, 21500, naepaala",28.7638441,82.0413101,21500, historic_site,
4875,chhai bhanajayaanga Chhi Bhanjyang,"Q24C+WXX, thaakarae 45100, naepaala",27.7573608,85.0224926,thaakarae, hike,
4876,chhaipaharamaaii gaaumpaalaikaa,"2MPH+VVM, bhaisawaa 44300, naepaala",27.0372067,84.679671,bhaisawaa, tourist_attraction,
4877,chhairaeshawaranaatha,"chhairaeshawaranaatha 45600, naepaala",26.8694656,85.9815339,naepaala, tourist_attraction,
4878,chhaotakaa shaira Chhottkaa Sheer,"Chethari Sainamaina-1, saainaamaainaa, naepaala",27.6848615,83.3628616,saainaamaainaa, museum,
4879,chhataradaewa,"chhataradaewa, naepaala",27.9818624,83.2324835,naepaala, historic_site,
4880,chhataraeshawaraii,"chhataraeshawaraii, naepaala",28.3241363,82.2313213,naepaala, tourist_attraction,
4881,chhatarakaota,"chhatarakaota, naepaala",27.9961135,83.3536722,naepaala, tourist_attraction,
4882,chhatarakaota daewaalaya manadaira,"X8XX+VVP, haradainaetaa 32600, naepaala",27.9997146,83.3497177,haradainaetaa, hindu_temple,
4883,chhathara jaorapaataii,"chhathara jaorapaataii, naepaala",27.0559613,87.3665071,naepaala, tourist_attraction,
4884,chhathi mai mandir,"R5RV+6W5, sairaahaa 56500, naepaala",26.8405185,86.1948459,sairaahaa, hindu_temple,
4885,chhatrapal bhairabisthanmandir(achhami clique),"MC66+P96, saurayawainaayaka 44800, naepaala",27.6617732,85.4108782,saurayawainaayaka, hindu_temple,
4886,chichila chuchhe dhunga,"F6GX+77V, matasayapaokharaii 56900, naepaala",27.4757381,87.2481621,matasayapaokharaii, tourist_attraction,
4887,chill,"JCQ3+HH, ananatalaingagaeshawara, naepaala",27.6388961,85.4039577,ananatalaingagaeshawara, hike,
4888,chill hill's,"paatana 10200, naepaala",29.4758647,80.5444853,naepaala, trek,
4889,christian house,"WMJ8+H45, thaamapaalakaota, naepaala",27.931444,85.6655901,thaamapaalakaota,,
4890,da waonadaralayaanada,"J8H4+37, kaarayawainaayaka 44700, naepaala",27.6276875,85.3056875,kaarayawainaayaka,,
4891,daadaa taola,"JJ9V+9H8, uralaabaaraii ९, naepaala",26.618402,87.6439419,daaँdaakharaka, tourist_attraction,
4892,daadaagharae maaiilaakaae ghara,"WQRP+F45 phakphokthum-7, iilaama 57300, naepaala",26.9411323,87.7853738,iilaama, tourist_attraction,
4893,daadaathaoka saamaudaayaika paaraka,"J9MM+556, daaँdaagaauँ 22200, naepaala",27.6329873,85.3828416,daaँdaagaauँ, museum,
4894,daaibhara saitaii paaraka saunadamaunada,"QJXM+9J, apaii 10100, naepaala",29.7984354,80.6340875,apaii, park,
4895,daailaada Dailaad,"RJ5M+M46, 10100, naepaala",29.8091518,80.6327716,10100, trek,
4896,daailaekha,"daailaekha, naepaala",28.9261863,81.647344,naepaala, historic_site,
4897,daailaekha Dailekh Heart of Nepal,"WQP5+GPR, bhawaanaii 21600, naepaala",28.9363514,81.7592709,bhawaanaii, museum,
4898,daaitaa paokharaii,"chaimadaii, naepaala",26.500223,87.172951,naepaala, amusement_park,
4899,daakanaeshawaraii,"daakanaeshawaraii, 56400, naepaala",26.5455396,86.6160316,56400, tourist_attraction,
4900,daakanaeshawaraii manadaira,"paatao 56400, naepaala",26.5116744,86.6231174,naepaala, church,
4901,daakanaeshawaraii nagarapaalaikaa,"Nagarpalika Road, paatao 56400, naepaala",26.5174731,86.6245674,paatao, picnic,
4902,daalaii khaoraiyaa kashaetara,"G92V+FJ2, baaphaukhaolaa, naepaala",28.5011292,82.394,baaphaukhaolaa, hike,
4903,"daamana paakharaina, Daman Pakhrin Statue","2XJ8+GHP, 45100, naepaala",28.0313487,84.9664521,45100, monument,
4904,daamaodara kaunada,"X5GC+522, saurakhaamga, naepaala",28.9753994,84.170004,saurakhaamga, tourist_attraction,
4905,daamaodara kaunadaa ataithai haausa,"3WVH+8G7, charamga 33100, naepaala",29.0933388,83.9288366,charamga, historic_site,
4906,daanaabaaraii,"R8HG+CCH, dharaana 56700, naepaala",26.8285703,87.326108,dharaana,,
4907,daangadaungae daaँdaa chaaaipaaraii,"3H35+3R, paurataighaata 32600, naepaala",28.0527047,83.5595984,paurataighaata, trek,
4908,"daapau, Daapu","2PQV+FQ, laikhau 21400, naepaala",29.0387296,82.7443,laikhau, museum,
4909,daaraemashatha raegamaii kauladaewataa manadaira,"4MHW+JW7, bhaingaraii 22300, naepaala",28.1290485,82.6973058,bhaingaraii, tourist_attraction,
4910,daaramaakaota,"daaramaakaota, naepaala",28.5780733,82.318057,naepaala, trek,
4911,daataaraama chaoka naechaa salayaana ३ saolaukhaumabau,"9J2M+CGH, naechaa bataasae 56000, naepaala",27.3510694,86.6338478,naechaa, monument,
4912,daaँgaii maaeda,"J9WP+9M8, saimalaii 22000, naepaala",28.6463723,82.3864501,saimalaii, park,
4913,daaँphae maunaala paaraka,"MVGQ+387, daaँdaakharaka, naepaala",27.6751594,84.888289,daaँdaakharaka, tourist_attraction,
4914,dabamgao kaa shahara garauड़a,"X829+R8G, garaudaa 44500, naepaala",26.9520389,85.3183405,garaudaa, museum,
4915,"dadae khaolaa, sawaragadawaaraii nagarapaalaikaa, saaraii, payauthaana","5PH2+WHX, sarai 22300, naepaala",28.1798596,82.7014709,sarai, tourist_attraction,
4916,dadaeladhauraa,"dadaeladhauraa, naepaala",29.2188245,80.4993857,naepaala,,
4917,dadathok park,"Lalitpur, Nepal",27.6331875,85.3823125,Nepal,"park, point_of_interest, establishment",
4918,daebaithaana,"XH4J+624, daebaithaana, taiinagharae, haangagauma, taumabaewaa gaaupaalaikaa, Pathchnar, maauwaa, naepaala",26.9555152,87.5800658,daebaithaana, hindu_temple,
4919,daedagaauँ nawalapaura,"V32H+X4W, daedagaauँ, naepaala",27.8524764,84.077826,daedagaauँ, trek,
4920,daehaimaadaaum(bhagawataii manadaira) gaunapaala,"9G27+6MM, ajayameru, bhadarapaura, naepaala",29.3505764,80.5141838,ajayameru, hindu_temple,
4921,daesakaowaeraii waoralada taraeka,"Kaldhara Marg, kaathamaadaauँ 44600, naepaala",27.7157974,85.3083157,kaathamaadaauँ,,
4922,daeumaaii,"daeumaaii 57300, naepaala",26.9332484,87.8255007,naepaala, historic_site,
4923,daeuraalaii daaँdaa,"353W+JPJ, daaँdaagaauँ 45000, naepaala",28.0540998,85.1967742,daaँdaagaauँ, tourist_attraction,
4924,daeusairaii naena (chaautaaraa),"3X2X+XRF, 45100, naepaala",28.0524399,84.9995554,45100, hike,
4925,daewaahaii gaonaahaii,"daewaahaii gaonaahaii, 44500, naepaala",26.9300507,85.2617865,44500, tourist_attraction,
4926,daewaanaganyaja,"daewaanaganyaja, naepaala",26.4528534,87.1397958,naepaala, tourist_attraction,
4927,daewachaulaii,"daewachaulaii 33000, naepaala",27.7214408,84.1962563,naepaala, historic_site,
4928,daewai daewataa lae sabaai kaae rakashaa garauna sanadaipa,"5HFF+F28, kaotawaadaa 21300, naepaala",29.1736642,81.5725744,kaotawaadaa, hindu_temple,
4929,daewaii dauranga (Sat Kanya Devi),"6VQ8+V4M, uiyaa, naepaala",28.2397048,84.8653081,uiyaa, hindu_temple,
4930,daewaii manadaira,"75Q4+WF4 badaigaada gaauँpaalaikaa ९ khaharae saaurapaanaii, haila 33300, naepaala",28.2897674,83.1562153,haila, hindu_temple,
4931,daewaiisathaana phalaewaasa,"daewaiisathaana phalaewaasa, naepaala",28.1821584,83.66144,naepaala, tourist_attraction,
4932,"daewaiithaana chaauka, itaharaii-२, shaanatainagara","itaharaii 56705, naepaala",26.7069192,87.2899238,naepaala, monument,
4933,daewaiithaana manadaira,"32600, naepaala",28.1624688,83.1139906,naepaala, hindu_temple,
4934,daewaisathaana paikanaika sathala,"kali temple, dhaulaikhaela 45200, naepaala",27.6100834,85.5684388,dhaulaikhaela, picnic,
4935,dahabasae,"6RR8+W23, sairapaa 22100, naepaala",28.2422609,82.815041,sairapaa, amusement_park,
4936,dahataala,"HPJV+6G, baumairaaja 10200, naepaala",29.5805068,80.743869,baumairaaja, trek,
4937,daigaraa daebai saaikaumaaraii daebai manadaira,"HHW2+QC3, mausaiikaota 22000, naepaala",28.5968757,82.5510469,mausaiikaota, mosque,
4938,daikataela,"daikataela 56200, naepaala",27.2192868,86.7919009,naepaala, mosque,
4939,daikataela raupaakaota majhauwaagadhaii,"daikataela raupaakaota majhauwaagadhaii, 56200, naepaala",27.2232013,86.7886391,56200, mosque,
4940,daikataela raupaakaota majhauwaagadhaii nagarapaalaikaa Diktel Rupakot Majhuwagadhi Municipality Office,"6Q8V+8VF, daikataela 56200, naepaala",27.2158165,86.794667,daikataela, mosque,
4941,dailaashaainaii,"dailaashaainaii 10200, naepaala",29.65,80.6,naepaala, tourist_attraction,
4942,dailoart,"kaiirataipaura 44600, naepaala",27.6684327,85.264268,naepaala, art_gallery,
4943,daimaarakaeshana chaoka ️,"Rajapur Road 10, raajaapaura 21800, naepaala",28.4333871,81.0962325,raajaapaura, park,
4944,daipa chaautaaraa,"Dip Dhading, kalalaeraii 45100, naepaala",27.8301528,85.0105467,kalalaeraii, park,
4945,daipa kaunada,"QXQR+RP, ranamaamaaikaota 22000, naepaala",28.7895565,82.9918639,ranamaamaaikaota, hike,
4946,daipaayala sailagadhaii,"daipaayala sailagadhaii 10800, naepaala",29.2604745,80.9318332,naepaala, tourist_attraction,
4947,daiparaunga chauichaumamaa,"daiparaunga chauichaumamaa, 56200, naepaala",27.1037479,86.7488193,56200, tourist_attraction,
4948,daiwaa waisharaama sathala,"Nuwakot Sadak 12, Bidur 44900, Nepal",27.88673,85.1030421,Bidur,"park, point_of_interest, establishment",
4949,dakashaina baaraahaii manadaira / kawaachhae dayao (𑐎𑑂𑐰𑐵𑐕𑐾 𑐡𑑂𑐫𑑅),"M99P+69W, ananatalaingagaeshawara, naepaala",27.6681071,85.3859148,ananatalaingagaeshawara, hindu_temple,
4950,dakashainakaalaii manadaira,"pharapainga-kaulaekhaanaii sadaka, dakashainakaalaii 44600, naepaala",27.605107,85.2634699,dakashainakaalaii, hindu_temple,
4951,damgaalaii chaoka,"PPW2+GM, daaँdaa paraajaula 21600, naepaala",28.746273,81.701702,daaँdaa, park,
4952,damsailaii bajaara chaoka,"CG5X+44X, paatana 10200, naepaala",29.4078652,80.5478448,paatana, park,
4953,dang sisahaniya,"VM55+9MJ, saisahanaiyaa 22400, naepaala",27.8584714,82.6591465,saisahanaiyaa, park,
4954,daodhaaraa chaaँdanaii paula,"W4F7+FJJ, bhaiimadatata 10400, naepaala",28.923716,80.1140076,bhaiimadatata, mosque,
4955,daolaeshawara (waimalaeshawara) mahaadaewa manadaira (kaedaaranaatha),"JCQQ+G9V, Suryebinayak - Doleswor Rd, saurayawainaayaka 45200, naepaala",27.6388506,85.438405,Suryebinayak - Doleswor Rd, hindu_temple,
4956,daolakhaa bajaara,"M3HF+3CG bhaiimaeshawaora nagarapaalaikaa-२, bhaimaeshawara nagarapaalaikaa 45500, naepaala",27.6776966,86.0735766,bhaimaeshawara,,
4957,daolapaa,"daolapaa, naepaala",29.0538532,83.0790865,naepaala,,
4958,daolapao baudadha,"daolapao baudadha, naepaala",29.128279,83.1867694,naepaala, tourist_attraction,
4959,daomaukhaa paaraka,"MVMH+8FW, shaiwasataakashaii 57300, naepaala",26.6833619,87.878692,shaiwasataakashaii, park,
4960,"daopakaa khaala, taaँdaii Dopka Khal Tandi","VF4F+M3V, tauramaakhaaँda 10700, naepaala",28.8567483,81.4726624,tauramaakhaaँda, zoo,
4961,daoramabaa,"daoramabaa 45400, naepaala",27.5143188,85.9335407,naepaala, historic_site,
4962,daotaii darabaara,"daipaayala sailagadhaii 10800, naepaala",29.2561883,80.9458852,naepaala, tourist_attraction,
4963,daralama mahaakaalaii manadaira,"taanasaena-raamadaii sadaka, daralamadaaँdaa 32500, naepaala",27.8920667,83.6068208,daralamadaaँdaa, monument,
4964,dasharatha chanadakao janamasathala,"HC54+4QG, dasharathachanada 10200, naepaala",29.5578002,80.4069122,dasharathachanada, historic_site,
4965,datataataraya manadaira,"Mako Galli, bhakatapaura 44800, naepaala",27.6734282,85.4353568,bhakatapaura, hindu_temple,
4966,daudae ख़olaa,"C742+7V, gaamanaangataara 56100, naepaala",27.405652,86.252128,gaamanaangataara, trek,
4967,daudauwaa,"daudauwaa, naepaala",28.0198604,81.6947513,naepaala, tourist_attraction,
4968,daudha paokharaii,"daudha paokharaii 33600, naepaala",28.26,84.62,naepaala, church,
4969,daughadhaeshawara manadaira Dughdheshwor Temple,"X7FR+G68, daudhaaulaii 45900, naepaala",26.973786,86.2905747,daudhaaulaii, hindu_temple,
4970,dauhauँ,"dauhauँ, 10100, naepaala",29.9083635,80.6072663,10100, trek,
4971,daulalau,"daulalau, naepaala",28.8527045,81.5815776,naepaala, historic_site,
4972,"daulalau nagarapaalaikaakao kaarayaalaya, daulalauu daailaekha","VJ53+37P, daulalau 21600, naepaala",28.857701,81.6032113,daulalau, historic_site,
4973,daumgaeshawara,"daumgaeshawara, 21600, naepaala",28.7619882,81.6634349,21600, tourist_attraction,
4974,daunaai,"daunaai 21400, naepaala",28.8815938,82.8855961,naepaala, hike,
4975,daungalaa manadalaii (Church of Dungla),"8V2V+97C, uiyaa, naepaala",28.3009319,84.8931363,uiyaa, church,
4976,daupaahtawaah paukhausai phalachaa ( Phukhusi Phalcha ),"Lalitpur 44600, Nepal",27.6695813,85.330258,Nepal,"museum, point_of_interest, establishment",
4977,daupachaeshawara,"daupachaeshawara, naepaala",27.9224572,85.3818486,naepaala, historic_site,
4978,dauragaa bhawaanaii manadaira( Durga bhawani temple),"C4XX+PXQ, 10500, naepaala",29.4493319,81.1499931,10500, monument,
4979,dauragaa manadaira,"PFCJ+5R3, lahaana raoda, lahaana 56500, naepaala",26.7203688,86.4820611,lahaana raoda, hindu_temple,
4980,dauragaa manadaira saahaewaganyaja,"C55P+C56, saahaewaganyaja, naepaala",26.4085355,87.1852948,saahaewaganyaja, hindu_temple,
4981,dauragaathalaii,"dauragaathalaii, 10500, naepaala",29.485517,81.0504191,10500, tourist_attraction,
4982,daurauna chhaapa,"RWQ6+8C2, raamapaura 32500, naepaala",27.8382605,83.911004,raamapaura, trek,
4983,"dawaalakhaa bhaimadaeu, daolakhaa bhaiimasaena manadaira","M3HG+5HW, bhaimaeshawara nagarapaalaikaa 45500, naepaala",27.6779789,86.0764479,bhaimaeshawara,,
4984,dayah paukhauu । 𑐡𑑂𑐫𑑅 𑐥𑐸𑐏𑐹,"JGJF+PJJ, banaepaa 45210, naepaala",27.6318265,85.5240084,banaepaa, monument,
4985,deurali view point,"P5J3+C9, saugaarakhaala 10900, naepaala",28.7310491,81.1534316,saugaarakhaala, hike,
4986,devi mandir,"MQRM+MV9, baradaibaasa-jalaeshawara raajamaaraga, kaolahauwaa bagaaichaa 45700, naepaala",26.6916714,85.7847224,baradaibaasa-jalaeshawara raajamaaraga, hindu_temple,
4987,dhaaiirae,"5V4V+RV7, Pyuthan 22300, Nepal",28.157048,82.8946831,Pyuthan,"park, point_of_interest, establishment",
4988,dhaapa paँdhaeraa,"242G+PJ, khaairaanga 57000, naepaala",27.0017514,87.126532,khaairaanga, amusement_park,
4989,dhaaraapaanaii ramaailao (gauraunga gaauँ),"5J2X+G39, mauchaoka, naepaala",28.1512958,84.6477375,mauchaoka, trek,
4990,dhaarapaanaii manadaira Dharapani Temple ( World’s Tallest Trishul),"XCCW+G67, dharanaa 22400, naepaala",27.9712844,82.4455025,dharanaa, monument,
4991,dhaaulaagairaii,"dhaaulaagairaii, maudaii 33200, naepaala",28.6984652,83.4873496,maudaii, tourist_attraction,
4992,dhaikapauraana ghara 🏠Anshumaan Himal Nabian,"F2RF+922, thaapaapaura 10901, naepaala",28.4908851,81.0225224,thaapaapaura, hike,
4993,dhakaala upamanayau kaula manadaira,"JJ8F+488, saunawala 33000, naepaala",27.6153028,83.6233435,saunawala, monument,
4994,dhakaaraii,"dhakaaraii 10700, naepaala",29,81.27,naepaala, tourist_attraction,
4995,dhakaaraii gaauँpaalaikaakao kaarayaalaya,"dhakaaraii 10700, naepaala",28.9993125,81.2628125,naepaala, mosque,
4996,dhanagadhaii phana saitaii paraa. lai,"Bhansar Rd, dhanagadhaii 10900, naepaala",28.6929426,80.5566861,dhanagadhaii,,
4997,dhanagadhaiimaaii,"dhanagadhaiimaaii, naepaala",26.7781446,86.365505,naepaala, tourist_attraction,
4998,dhanakaaula,"dhanakaaula, naepaala",26.9011165,85.4300655,naepaala, tourist_attraction,
4999,dhanakautaa basapaaraka,"Buspark, dhanakautaa 7, naepaala",26.9708455,87.3437001,dhanakautaa, amusement_park,
5000,dhanausha dawaara gaeta dhanaushaadhaama,"R2JW+374, dhanaushaadhaama 2, naepaala",26.8301258,86.0457121,dhanaushaadhaama,,
5001,dhanaushaa jailalaa,"dhanaushaa jailalaa, naepaala",26.8350474,86.0121573,naepaala, historic_site,
5002,dhanaushaadhaama,"dhanaushaadhaama 45600, naepaala",26.8711866,86.0427626,naepaala, historic_site,
5003,dhanaushaadhaama samrakashaita wana,"R3V2+X5F, dhanaushaadhaama 45600, naepaala",26.8449378,86.0504111,dhanaushaadhaama,,
5004,dhaorapaatana shaikaara aarakasha,"22000, naepaala",28.5856157,82.9931607,naepaala, tourist_attraction,
5005,dhaotaachaaura upatayakaa,"X8J2+GQ, naayakabaadaa 21500, naepaala",28.9813229,82.301975,naayakabaadaa, monument,
5006,dhaowaaha masajaita,"F88C+W25, maadaii 44200, naepaala",27.4672711,84.3201108,maadaii, mosque,
5007,dharaana payaaraagalaaidainga sataeshana,"Bishnupaduka, dharaana 56700, naepaala",26.8385176,87.2738349,dharaana, trek,
5008,dharamadaewaii,"dharamadaewaii, naepaala",27.19659,87.3506142,naepaala, tourist_attraction,
5009,dharamapaura pauula baagamataii nadaii,"V9X7+P8, dharamapaura 44500, naepaala",26.8992872,85.3633256,dharamapaura, park,
5010,dhaulaeshawara manadaira,"VJQ8+VF4, daulalau 21600, naepaala",28.8896445,81.6161883,daulalau, historic_site,
5011,dhaulaikhaela paaraka,"JH86+8WW, dhaulaikhaela 45200, naepaala",27.615857,85.5623327,dhaulaikhaela, tourist_attraction,
5012,"dhaunaibaemshai na.paa.-९, kaanaakaota,paanadae gaauँ","naaubaisae 45100, naepaala",27.7121519,85.1860822,naepaala, historic_site,
5013,dhaunaiibaemshaii,"dhaunaiibaemshaii, naepaala",27.7175167,85.1624741,naepaala, historic_site,
5014,dhaungagaebaasa Dhungebas,"3M32+Q7, baehaulaiibaasa 33400, naepaala",28.0544912,83.6507362,baehaulaiibaasa, museum,
5015,dhauraichhadaa jharanaa,"9845+9V9, Bajura 10600, naepaala",29.355909,81.3097231,Bajura, tourist_attraction,
5016,dhaurakaota,"dhaurakaota, 32600, naepaala",28.1109061,83.1383887,32600, tourist_attraction,
5017,dhaurakaota basatau,"dhaurakaota basatau 32600, naepaala",28.12,83.18,naepaala, historic_site,
5018,dhaurakaota nayaaँgaaum,"dhaurakaota nayaaँgaaum 32600, naepaala",28.09,83.19,naepaala, historic_site,
5019,dhaurakaota raajasathaala,"dhaurakaota raajasathaala 32600, naepaala",28.1336692,83.1380955,naepaala, tourist_attraction,
5020,dhawaakhaa: paukhau 𑑋 𑐢𑑂𑐰𑐵𑐏𑐵𑑅 𑐥𑐸𑐏𑐹,"Kobaha Pukhu, 45210, banaepaa, naepaala",27.6313424,85.5220326,45210, historic_site,
