user_id,user_name,place_name,rating,review_text,date,likes_count,reviewer_link,reviewer_image,photos
413,Suman Dutta,Tanglu,5,"Tonglu is a quaint hamlet nestled between Manebhanjan and Sandakphu, and it serves as the perfect retreat to detox and explore the mountains. This place truly comes alive when the rhododendrons and magnolias are in bloom, turning Tonglu into a riot of colors. The forest is home to more than 600 varieties of orchids, filling the air with a heady, delightful fragrance.

The tranquility of the surrounding areas makes Tonglu an ideal getaway for meditation and relaxation. The night sky here, dotted with thousands of stars, creates a mesmerizing spectacle that makes up for the pitch-dark layout. Trekking back to Dhotre in the afternoon offers another chance to stroll through the enchanting sub-Alpine forest.

My visit to Tonglu was nothing short of heavenly. As my first trek, it has become one of the most memorable moments of my life. The view of Mount Kanchendzunga is crystal clear from this vantage point, offering a perfect angle to see the ""Sleeping Buddha"" formation from everywhere you go.

Tonglu is a small village situated atop a mountain, primarily used by trekkers en route to Sandakphu as an overnight stop. We started our trek from Dhotrey, which took approximately 4.5 hours to reach Tonglu. The homestays are clean, and the hosts are incredibly welcoming and helpful. We visited in January, and to our delight, we were greeted with a clear view of Kanchendzunga the next morning. Witnessing the sunrise here, with Kanchendzunga changing colors with the rising sun, was the most beautiful sunrise I've ever seen.

After a hearty breakfast, we took a short trek to a nearby monastery situated in the lower part of Tonglu and spent some peaceful time there. The weather was quite chilly, with temperatures near 5-6 degrees Celsius in the morning and dropping to below zero at night. The strong winds added to the cold, but the sight of the gigantic Sleeping Buddha lying in front of us made us forget the cold entirely.

I’ve added some pictures I clicked during my stay. If you are planning to visit Tonglu, do not hesitate – just go! You will not be disappointed. Enjoy!

This place is a true gem for trekkers and nature lovers alike. The hospitality, the breathtaking views, and the serene environment make Tonglu a destination you will cherish forever.",6 months ago,2,https://www.google.com/maps/contrib/102623319203576185075/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVHBvTdrqLp5R0Nv5BGzmR44A-FGGJcSQ0NsX_AMJnHN-KXRbq9zQ=w36-h36-p-rp-mo-ba7-br100,"https://lh5.googleusercontent.com/p/AF1QipNK5oE9bij6WJrxTzQEMUaQxWtHSK5Fg_QDyzu0=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipO3eRl84uUq9A20SbnAExxXu9AFLxwnqL-ZYyAD=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPvmSdxPkcg1yS9qEyvZpDZJfdaAqmmcupvTWZM=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPN6Qw2-nMMOCePrPcTAnTU8J4TqtCuz1dLGcGh=w300-h225-p-k-no"
414,nadiya borsha,Tanglu,5,This is the most beautiful place. the place is a offbeat place for tourism..one of the  most coldest place in india..I visited two times there.. The place is near to Tumling,6 months ago,0,https://www.google.com/maps/contrib/107668362359104364295/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVcHJGW3xUzEQ2W4kkdY8Eug9SFJQLM6QErFwlSIRYOGP2O5rIwyA=w36-h36-p-rp-mo-ba4-br100,"https://lh5.googleusercontent.com/p/AF1QipMGNCCUeY5_DD9lX7e4N6amtTZQE6kfN1Rtc4Rq=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipM1OeESPFaICOiyYOWdfO7j8dkKXCfL68Qk5Nv-=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipM77cGPmigfQpRYhnq4doEgyGNNc8yvGmoBBgHI=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOGUZaq2ChVkrMYYSO7RhCyIs5o3N5sG8bsD79i=w300-h225-p-k-no"
415,Soumadeep Dhara,Tanglu,5,The place from where we can see the beautiful kanchenjungha,a month ago,0,https://www.google.com/maps/contrib/117338270343259207162/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUz0vfIJbOhEpxexpk_jzIbENR11QWejaSLYK0w0dOzCK0MqJRe=w36-h36-p-rp-mo-ba3-br100,"https://lh5.googleusercontent.com/p/AF1QipNu-K9R9QnVh1orVOD6hOW_AsTze5kFb8K1E0Ie=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipN6QQ2exJBRZ2htegwaC7vvnFQGf7TnCv6WM0JW=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPcBUT1qpmOT3u-eWbz50Y5RnLUhwpX_xa4IZGQ=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNWdsHmBFueACfm2vxVxPKV3wyDzr0dK_JnRP-v=w300-h225-p-k-no"
416,Subhadip De,Tanglu,5,"This is an amazing place to visit with mesmerizing views. Some people might face altitude sickness too, so be cautious while visiting. And please do not litter these places by throwing non biodegradable wastes here and there. Carry them with you and only throw them in dustbins once you get down to Manebhanjan.",2 weeks ago,0,https://www.google.com/maps/contrib/100285381712891690627/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocKAbzKSG1--md60xmYlxtO_QI03UCpGsn4VZw85WXCP50U3Nkw=w36-h36-p-rp-mo-ba3-br100,https://lh5.googleusercontent.com/p/AF1QipPtgMbd7CgjzzLE0K8rsM7DLR3tRcDtLOHvnLe7=w600-h450-p-k-no
417,AK Paul,Tanglu,5,I had a trek from Dhotrey to Tonglu in October 2023. Such a beautiful place and there are few Homestay in Tonglu. Must book any homestay before you go Tonglu.,10 months ago,0,https://www.google.com/maps/contrib/102571234270451122721/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUCAN9L2SagP9XsJEJcl8saLlQCAjWZSfmJiEr5I5gnosGK3MtV=w36-h36-p-rp-mo-ba2-br100,"https://lh5.googleusercontent.com/p/AF1QipO1Evxj4IyYWhvNH2UEI1K9ukXStxHXMZkn4TAf=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOEJTVVZ1mIMrdhKSRNhR_M9AJ-7BIrZk7qZ5BV=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMnyHKF29Z8_h29fe0mvSotym4omTVFhcwYcGJu=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNB_d5iUvn_zQA_zXuKTuOU7s7AkC2xOb6GP09b=w300-h225-p-k-no"
418,Sujoy Saha,Tanglu,5,"I love this place more than Sandakhphu. The reasons are:
This place can be reached via Dhotre and following a mesmerizing trail all along and completely avoiding the comfort traveller.
Most of the traveller (who travel by car) don't stay in this place and hence it's way better.
The view of Kanchenjunga is awesome
The trekkers hut is awesome and the food is great.",2 years ago,13,https://www.google.com/maps/contrib/111323630072793785807/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWWhRrCqxbMhXikSOklKsmBBQJeQ9tn5CPaUY6qNTy45Q8RXur3=w36-h36-p-rp-mo-ba7-br100,"https://lh5.googleusercontent.com/p/AF1QipPyocW3ojiQ98oZxFDsF9S32Ubu9Ou6A4E89QyS=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipO4aaj-ErqwTp9V7nAnwbFLx5Xge-D-2z8CiObP=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOgABoi1NO3BkBzsRzL-UDCZs4aGuRV103lIvIt=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMtZ8V40Qt4DtD-VnTN7Qch9zRfbnHLQltHTcRL=w300-h225-p-k-no"
419,A HALDAR,Tanglu,4,"Very nice place in the lap of nature, full of greenary, there is a lake, there is trekkers hut where you can stay, but in monsoon the road is a bit hectic. You have to book land rover to go there from the base Manebhanjan.",a year ago,2,https://www.google.com/maps/contrib/103261271949767141428/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjU8GkoW52qL8-Yyvn9u4xoTyz2QUZ_0-TxLoIYcmAbsRnl8RBV3=w36-h36-p-rp-mo-ba3-br100,"https://lh5.googleusercontent.com/p/AF1QipM59gDolG1_ZIGBpDHgl8W_QRIpu6BzIctuBT03=w300-h450-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPcB7K83OSwL1bNxq2EzElxIpVjOtPpb1WAW5Xp=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPB0QTNT3UMAlnrY3sm-9OOYSuLUWf4887azgna=w300-h225-p-k-no"
420,Gaurav Pokhrel,Birat Durbar,3,"Old palace of king Birat situated in Biratnaga, Morang(east side of new jogbani custom duty office). The items found on excavation is put on Kamal Kishor Yadav's house situated little further from the actual palace area.",a year ago,0,https://www.google.com/maps/contrib/110211899578586020606/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXlUUYLNOmGbMcztXzLVun0zOxmTPK-eEar-rek0kDxlYFKswTtgg=w36-h36-p-rp-mo-ba4-br100,"https://lh5.googleusercontent.com/p/AF1QipPagyfyK_UrCibQLHpLLPF5QAEqNPmoNFLP2UE4=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipP7JHQ1gvEIMjwZmL2BNZolJU2fJx4DYcrGjWga=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNewe-O3EgHGKkrizWmvT9u7jen0W_z46rQJGeB=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOUhTsI1h_V-q-NF1TTDVSEF_FSTWU9MYa1XVvU=w300-h225-p-k-no"
421,Sujit Chaudhary,Birat Durbar,4,visited the location of Raja Birat palace and some collection kept at small musiam.,3 years ago,2,https://www.google.com/maps/contrib/111565650778727289011/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWdTo32ShPh32d-k2dnVZOgbkgKaTyytoASgDnfGjeag7SZjNzkXQ=w36-h36-p-rp-mo-ba4-br100,"https://lh5.googleusercontent.com/p/AF1QipM7J6UiVRlQAKlcLDF-ARveeQSjsko5IMX5QpOb=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNkpXt2zlm7kuYt3Sxmy6Sthn_3JuXVv01MXTOQ=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMNjW4XFgmv8kSl5K47sexR_QLcutgjO3TkTNJW=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPxAXinx6kcjKy795GGzmGKxBLTcDEmhXC9JPUx=w300-h225-p-k-no"
422,Gautam Sarkar,Birat Durbar,3,"Not as expected... Was expecting some monuments around.. But found some interesting Stones. Rudraksh, utensils, coins, e.t.c",3 years ago,0,https://www.google.com/maps/contrib/115445203378203448161/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUqXbIp42FnKiEC8AieTbJsSTbXTey0nYbKmLOGUSSeqAOncLfiBg=w36-h36-p-rp-mo-ba4-br100,https://lh5.googleusercontent.com/p/AF1QipNAW8osqndeMEVBvYR9gxAirDCAKML3ER4PbxT0=w600-h450-p-k-no
423,Sanjeev Kumar Rai,Birat Durbar,3,"A very historic place. People believe that the area was a palace of Great King Birat during Mahabharat period. The five Panch Pandavas and their spouse Droupadi were believed to have spent their concealing period on one year after they lost all their property in a notoriously described gambling event between Kauravas and Pandavas.
This area is small, and needs a lot of excavation and restoration.",4 years ago,0,https://www.google.com/maps/contrib/115419373936408255120/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWCpZ_1q58rjehoeF03yjNwRb2tqt12nykA75FFZFOT_w1I10oG=w36-h36-p-rp-mo-ba5-br100,
424,Arjun Rajbanshi,Birat Durbar,4,Birat Raj durbar is historical place of Biratnagar. This was the place of Matshya desh king Birat. Pandav's came to this place along with their wife in order to hide themselves. Today's Biratnagar got it's name Biratnagar after evidence the evidence found in this area. Before Biratnagar was called Gograha.,3 years ago,3,https://www.google.com/maps/contrib/103069995438356067662/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjU5T-qdwAFlfwlwMyerawFGAUQTHwqbSEbR5pHvW1P7zpDfvRJc=w36-h36-p-rp-mo-ba4-br100,
425,C L,Birat Durbar,4,"Nice place to learn about ancient history, culture and architecture. Needs more awareness and investment.",a year ago,0,https://www.google.com/maps/contrib/106431447933443543732/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUlcRRyaHf27ZBo9xtIhJYD5yec5-lBaA_iSKFvp848flCAn0Gg=w36-h36-p-rp-mo-ba2-br100,
426,Manish Poddar,Birat Durbar,4,Great to hear about the remains of palace of King Birat as it has link from the ancient history Mahabharata... Project of 400 crore is passed for it... Now it will be a pride for BRTians... 😍 …,4 years ago,4,https://www.google.com/maps/contrib/106816941275923274762/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXaRpJjBBsSo1nF6pzKmN7ZtNkHBcEahB8XMOkD8-8Je0tehylr=w36-h36-p-rp-mo-ba5-br100,
427,Sunil Lama,Birat Durbar,4,This place should be preserved. Nothing has been done from government side. J,2 years ago,0,https://www.google.com/maps/contrib/107195771101524142787/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWI_oeIt12t75YFKpewGf5SdF1Xs7XJwgT2dZfQTIh6lsjTPQ0G_w=w36-h36-p-rp-mo-ba4-br100,
428,Santosh Lama,konjyosom Pratima,5,"Beautiful view from top as well as on the way
Best for one day ride with friends and family peaceful environment….highly recommended to visit the beauty of konjyosom 🐑 …",5 months ago,0,https://www.google.com/maps/contrib/109426404966199983020/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWWN5-DkVIR7_flajHAMFBb30hCmxF2SdcB_Es5U4GKaMnTXQs=w36-h36-p-rp-mo-ba3-br100,"https://lh5.googleusercontent.com/p/AF1QipMz2WeLV3OSNvs5WrXlB8rrfS7eee1ICqVzsdv2=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNWglv8TY6Ngs866Jv8ga5NiaggIYjfug7qi16Y=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMAige-pUk5doQfyf9mgc5oD3Oygq1mtp-OepmQ=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPhoq-Sd_lCnJ3boF-UzqS7vvz69AevtkXWsnzs=w300-h225-p-k-no"
429,Sunita Lamsal,konjyosom Pratima,5,"I would strongly suggest going there. Though the road was rough, the view was well worth the effort.

I arrived there a bit late and missed the sunset. However, the views of the mountains are truly breathtaking during the clear weather day. You will find frequent stops to stay in or have lunch while reaching there.",11 months ago,1,https://www.google.com/maps/contrib/105334573059065404192/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXm9Cq166V7eCzAQgt93HjMVcHQ3I_W346stu5BShFxCc3FLofUkA=w36-h36-p-rp-mo-ba5-br100,"https://lh5.googleusercontent.com/p/AF1QipN8qHk1Okz2xG6QR6KVi8GzrrGVBx7ZlgoVHjxz=w300-h450-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMgZewtrd_iUuLWpR7TYWAXWi1gcxRDjPSNNvFu=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPr4Z7tcmfAztyFrckjxGAW0U3ALSeJoOfNSwLe=w300-h225-p-k-no"
430,EXPLORE WITHALLIANJ,konjyosom Pratima,5,"Peaceful place, best for both short hike and motorcycle ride, good mountain View.",9 months ago,0,https://www.google.com/maps/contrib/101395039436146072566/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUez6rROUSkgdNdJcw1QmvKwTBDRa0lYSXa8CLbafbdSL1YbqHjIw=w36-h36-p-rp-mo-ba3-br100,"https://lh5.googleusercontent.com/p/AF1QipMrRf4y2tsk0R9ufYPUotc7T9gUvFxe2DUXZTvD=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNXFeO7uCGtY5SGdtZc28kTz6D_V8012PBbWG_p=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOTW1-UgoaS20AXw5XrEOLHt45OIMf6TN4D9_If=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMgq5gt4PRsfG8RWPl8-EJLnXRIc9qDO-hKTQY0=w300-h225-p-k-no"
431,Ganesh Yogi,konjyosom Pratima,5,The route from Bhardev Red house is to steep but the condition of the road is good and it’s short too. The route from manikhel side is worst due the gravel and rain. The place was so natural and beautiful. Loved this place. I recommend for hiking and mountain Biking. Please reach there once. 🙏 …,3 months ago,0,https://www.google.com/maps/contrib/101203492734366156043/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjX1-LOv8CVzT6rjV21mt0A98QHAsLBzge0o_BBhnVqgjwZY6L00=w36-h36-p-rp-mo-ba2-br100,
432,Mr Bull,konjyosom Pratima,5,Konjyosom Buddha pratima (park) is located at Konjyosom rural Municipality Bhardev 3 in Lalitpur district in Bagmati province of Nepal. It's 51 km from Satdobato Ring Road.,a year ago,1,https://www.google.com/maps/contrib/103574215708270830628/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVbqr4UnuH9O4j0eFPq4QH0soXrw_pqwvPCRybAsa9BeyIT5W68=w36-h36-p-rp-mo-br100,"https://lh5.googleusercontent.com/p/AF1QipNnf6zVbOvftujAQFx-12y1zkCTO6X0pgBidFsn=w300-h450-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNO1dOnavxOAPCcI0eQUReQg7SxU-cph4o3wmdt=w300-h450-p-k-no"
433,A A,konjyosom Pratima,5,Peaceful places with good environment .,9 months ago,3,https://www.google.com/maps/contrib/106620098072494356753/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUe-DLUBMJnZwA123Djw4TBElMpn5_xhjjW4NLY31EntC-K-_FH=w36-h36-p-rp-mo-ba6-br100,"https://lh5.googleusercontent.com/p/AF1QipO3pqiFdF5mNCVnEH7uxDFV_OBq6HnS3aBJMgw=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPqxpcftRAThPcUbMnGM_aHInTvRSf5vioBRSo=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNFr5F0W0gBi5KMxfgap1sOA3GUZ4RXsnYDnII=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOkk3d6_cJbcbkESPdBEYH7VsnC_sjzXhK_XN8=w300-h225-p-k-no"
434,Sanjeev Maharjan,konjyosom Pratima,4,a great place for hike ... there is motorable road but i dont recommend it to you all to take your ride unless you own a dirt bike . road condition is worse than you think,2 years ago,1,https://www.google.com/maps/contrib/101429815395997346917/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWAv4Ri0WVrf--Qad1ek4VWFmPZ8Bt54e-Smu095_utd-35CdKy=w36-h36-p-rp-mo-ba2-br100,
435,Hari Bahadur Chauhan,konjyosom Pratima,5,It was very amazing journey,a year ago,0,https://www.google.com/maps/contrib/113620470570076507913/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUJ8law6etUtSPUVvFH23UBOk4mcxsZZ6IKiUh2hEtWv1dLfbk=w36-h36-p-rp-mo-br100,https://lh5.googleusercontent.com/p/AF1QipPM7xcyIvIq4qNED4dhr8d9jNbHMLWI-K9Z9oRw=w600-h450-p-k-no
436,Ashish kumar Shrestha,Uppardang Gadi,5,One of the best tourism destination in Chitwan. A view of Hill & mountain sure make tourist with plain terai lands on the sourthern part from top of the Gadi.,2 months ago,0,https://www.google.com/maps/contrib/101822321082400267523/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVMCvKmh8vwathQwkNqJrtZ-It-2YKRND9tjTpQqv4i86YlQBKL=w36-h36-p-rp-mo-ba3-br100,"https://lh5.googleusercontent.com/p/AF1QipPvjRjUETPoW2jCWtdgvF84cA-do7JBFGauu3Ta=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMvfCNJ62kSOgWd9Y9IiPvxi6Vx6PYIAtB7BsfX=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPJPS1Cxa5Ml3kJ3rlnByH-qIr9bNzRLP_MleFs=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOBG7ApUN8WtS4HOR_u3MbTEDv5qmlf16WUF491=w300-h225-p-k-no"
437,Sunil B Pant,Uppardang Gadi,5,"The road to the fort from Shaktikhor Bazar is about 9.6kms, mostly pitched, making the journey fairly smooth. However, there are a few unpaved sections and road has mostly steep inclines, so a four-wheel drive vehicle is recommended, though a two-wheel drive can also make it. Once you reach the road's end, it's just a short uphill walk (12-15 minutes) to the fort. You have to pay Rs 50 ticket per person to enter the fort.

The fort offers a cool respite from the heat of the Chitwan plains, and the panoramic views are breathtaking as long as the clouds aren't obscuring the scenery. While there are a few homestays available, there aren't any good restaurants nearby. If you're planning a day trip, it's best to bring your own food.

Overall, this fort is a must-visit destination. Perfect location to escape the hustle and bustle and enjoy some stunning scenery.",4 months ago,1,https://www.google.com/maps/contrib/102397210471531022910/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVUOySdkJlCiMsdicJ2U-WEfYI9xd-arxmoaStlYBavPxYnqe6F=w36-h36-p-rp-mo-ba5-br100,"https://lh5.googleusercontent.com/p/AF1QipOU6or_-JMahIdJbEwJ6VAiNO1dc_mplh7prNaP=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipODNjG-aBHqzqv97GrbpOLnAmqRFp8COQo090Qq=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOVnBHFmUpAJY8Z1dZgZLhuN_HvIKwhYGgNY7tf=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOaOx9YS9_aVwgKSctacW2bzNMHPJ99a9fDIlNd=w300-h225-p-k-no"
438,silwal official,Uppardang Gadi,1,"Gadi Hill Stay in Uperdhangadi offers a beautiful view, but the service is very disappointing. During our last visit at Dashain, we brought our own food because there isn't any food available.The staff, who seemed inexperienced and very young, treated us poorly.But not only the staff the lady manager talk us with full of attitude. If we purchased more food they treat us like VIP otherwise they disrespect us and even they charged an exorbitant rate of 1800 for a room Additionally, the accommodations were inadequate: no fan, no air conditioning, and the beds were very dirty with foul-smelling cushions and blankets – we had to sleep on the floor.The overcharged for everything and also they don't have fix rate menu.I do not recommend staying there overnight",7 months ago,2,https://www.google.com/maps/contrib/102168317761457346110/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUt4CbFMi1Ed9-C2NSb9tEVTjsCuaET07DfWTWuyqff72acO6aQCw=w36-h36-p-rp-mo-ba4-br100,"https://lh5.googleusercontent.com/p/AF1QipN--hMEMzC4ra3k2zwrdGb3CbmwGFaKDzVgh-dI=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPWkWy_24Vlaki6qEz-0vuXuXEX7o_7KTXq2FoE=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMOEoNdjNX-dczTJugQNgb1HyedzcArsBasWLvI=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipP8gZ3_7hzXbffRoIzKUOHOEIDmTqo1hvDqtoBq=w300-h225-p-k-no"
439,Mr. Jiwan,Uppardang Gadi,4,Good location to spend holiday. The toilet was also cleaned.,2 months ago,0,https://www.google.com/maps/contrib/112422712785434687405/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUTcQxPs-dYqq4f6Z3m6Sd4JJwUMq0r0OkIPyYoJzI7Y50z8xPr=w36-h36-p-rp-mo-ba4-br100,"https://lh5.googleusercontent.com/p/AF1QipNbXfPu6ib-PnZ-YSgqjomDGM_6t49UlHWbayg=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMExs8hvK4RCjGNHinWFmeV4PsVFmDQg0U5Rt4=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOC8ZR6NvNfXvmGCj4-c0uzypvFIQlX4b-CBJk=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOTI5-OKgRpLdx4TyzKphJS3Mm00D03bVGvIMc=w300-h225-p-k-no"
440,Raj Timalsina,Uppardang Gadi,4,"Historically, Upperdang Gadi was the district headquarter of Chitwan district very long years ago and is a fort built by Shah Kings to protect Nepal from the attacks of southern part which is situated at an altitude of 1,275 meters above the sea level which is located in Chitwan district. Fort is the main attraction of this place and the place is also known for its rich culture of Chepang, Magar and Gurung communities. The fort is considered to be the perfect destination for visiting, hiking and trekking as it offers beautiful flat plains, awesome peaks of the Himalayas, beautiful landscapes and hills decorated by the blooms of Rhododendron. The place is really enjoyable and mesmerizing with gorgeous views, cool temperature and the top of the place presents a beautiful view of Narayani River and Bharatpur area.

Personally, I went there with my friends. I found this place really attractive and peaceful. I strongly recommend people to visit this landmark. 🙏",2 years ago,6,https://www.google.com/maps/contrib/116540247274275688890/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXe2kx905uqmU9_ofRTf9e6Ay85DAMMvNUMCltSgdUWIIabYePPrQ=w36-h36-p-rp-mo-ba6-br100,"https://lh5.googleusercontent.com/p/AF1QipPELuBzNUOWeHgc-NxIsgbUEujyIPB7uieXfOko=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOHPZkE596rOqzifpCb__wH5GvmHKWfETcED4cg=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPT2tAAjTKZ32DEO7NGusFXFlnmoQsSeakhsB_v=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPscDckhSV-N5W8bz1VmkFwl0MtNi_uSYRXXaad=w300-h225-p-k-no"
441,Krishna Ram,Uppardang Gadi,4,"Upper Dang Gadi is famous Historic Defence Fort for arms & ammunition storage to safe guard Chitwan surrounding places. Fort is located at an attitude of 1275 mtr. Entrance ticket charge is NPRs50/-  Of course a must visit place with awesome location, pure nature, lush green high mountains and a very good view of Himalayas. But as on date Dec 2022, roads are still in developing stage be prepare for mud showers & Home stays are available with minimum facilities.",2 years ago,2,https://www.google.com/maps/contrib/105593568853442576907/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVDrct2i7rrn9CmfL01n7H0yuhmM4ATXwTRupW_ElPoWrj7uC7ibQ=w36-h36-p-rp-mo-ba3-br100,"https://lh5.googleusercontent.com/p/AF1QipPG5m9j07up-hKWoZvqZQ3lv7WAxylR3GeL8Aca=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNSZf6tB33DBmdy-gBx10BY62ljvaZchp7179Zw=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOa5jHyLLDY2471AglSB8Ap_Ah2TTzsuBrVSsCj=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNz6f_bOAycj_4iqiJo421rlK8w3PoPzHcckm92=w300-h225-p-k-no"
442,Deepak Duwadi,Uppardang Gadi,5,This is one of the super beautiful and historical destination. Can go through 1 and half hour drive but powerful engine drive is need. Road is under construction and may be will be easier soon. Driver should be off-road experienced so the driving will be safer. Will feel the calm beautiful peace inside you after reached. Stay safe from cold in winter.,4 years ago,3,https://www.google.com/maps/contrib/103346160444397251209/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXQotHFnd2F8GBRahq7u6V1LbupgBgHGGgdTqxRlatCR_jVMSILrw=w36-h36-p-rp-mo-ba6-br100,"https://lh5.googleusercontent.com/p/AF1QipOMnPhZXHJiCYcCVtcgZGnLmXC9xhiiVfxRPPuS=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOUv2t9Q-7Tczj9Q9nP-PV8_48ofyaS-p_r9JSy=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMw_Dm04pdZBdYWrmjNZvOJZCuC1kVDCj87wSgz=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPgAw9B8v0uI8UvCgYBI7JZiix-iTgmmVeRIxir=w300-h225-p-k-no"
