name,url
Magarchhap,Error
Mahabhir Waterfall Trekking Trail,Error
Mahaboudhha,Error
Mahabu Bhanjyang,Error
Mahabuddha Art Gallery,Error
Mahadev Mandir,Error
Mahadev Mandir Pataura,Error
Mahadev Statue,Error
Mahadev Temple (Mahaadeewa Mandir),Error
Mahadev or Shiva Temple,Error
Mahadevsthan Temple,Error
Mahadewa,Error
Mahajan Pokhari,Error
Mahakal Mandir,Error
Mahakali Bridge,Error
Mahakali Rafting Resort,Error
Mahakali Suspension Bridge,Error
Mahakulung Bung Church,Error
Mahakulung Gaupalika,Error
Mahalakshmi Temple,Error
Mahalakshmi Sthan,Error
Mahalaxmi Temple,Error
Mahalaxmi Temple of Bode,Error
Mahalaxmisthan Chowk Temple,Error
Mahalbari Mosque,Error
Mahankalchaur,Error
Mahashila (Meldhunga),Error
Mahavir Mahabhaira,Error
Mahendra Park (Bhadrapur),Error
Mahendra Raj Marg,Error
Mahendra Statue Park,Error
Mahendranagar (Madhesh Pradesh),Error
Maheshpur,Error
Mahima Church,Error
Mahisotha,Error
Mahottari,Error
Mahottari Field,Error
Mai Sthan (Brahm Baba) Parariya Sarlahi,Error
Maibeni,Error
Mailung,Error
Maire Khola Jharana (Waterfall),Error
Maisthan,Error
Maisthan Mandir,Error
Maitahawa Chock,Error
Maitighar Mandala,Error
Majeya Memorial Stadium,Error
Majhgaun Lamjung,Error
Majhitar,Error
Majhuwaa Park,Error
"Majuwa,Nuwakot",Error
Makalu Arun Social Trek (MAST),Error
Makawanpur Gadhi,Error
Makki Jame Masjid,Error
"Makranchuli, Hetauda",Error
Makwanpur Prasansa Mandali,Error
Makwanpurgadhi,Error
Malahanaya (Gaman YDV),Error
Malakar Garden,Error
Malangwa Bus Park,Error
"Malangwa,Sarlahi",Error
Male Bagar Church,Error
Malika,Error
Malika Temple,Error
Malika Temple - Kauraghaa Maalaikaa Mandir,Error
Malika Temple Bhatkuri,Error
Malika Mandir Dailekh,Error
Malika Peace Park,Error
Malika Tol,Error
Malikarjun Temple,Error
Mallarani,Error
Mallarani Pyuthan,Error
Mallarani Zipline,Error
Malmala Devi Temple,Error
Malupokhari,Error
Mama Chok,Error
Manakamana Mandir,Error
Manakamana Temple,Error
Manang,Error
Manang Viewpoint,Error
Manaslu Circuit Trek,Error
Manbu Church,Error
Mandan Deupur 04 Sarbhajang,Error
Manebhaniyang,Error
Manebhanjyang Stationery,Error
Manekharka Church,Error
Manga Hiti,Error
Mangal Dharmadweep Mahavihar (Jhaur Bahi),Error
Mangala Museum,Error
Mangalam Gaya Devi Memorial Land,Error
Mangalbare Ilam,Error
Mangalsem,Error
Mangsebung 3 Ilam,Error
Mani Chaitya,Error
Mani Ganesh Mandir,Error
Mani Mandap,Error
Mani Mandap Mahabihar,Error
Mani Stone Statue,Error
Manikpur Temple,Error
Manipal Janakpur,Error
Manish,Error
Manishankar Mandir,Error
Manjhundi Community Forest Office,Error
Manmohan Park,Error
"Mannaya,Dhimi",Error
Manoria Vegetation Kailali,Error
Manthali Bazar View Point,Error
Manthali Playground,Error
"Manthali,Ramechhap",Error
Marachahawa Picnic Spot,Error
Maranatha A.G. Church,Error
Marche Mustang,Error
Mardi Himal Trek,Error
Maring Hill,Error
Markwang (Pun Magar Village),Error
Marrah's Pond,Error
Martyrs Memorial Park,Error
Masgid-e-Bilal,Error
Masiha Calvary Church,Error
Masta 7 Lataun Bajhang,Error
Masta Dev Than Temple,Error
Masta Mandu Temple,Error
Masta Temple Bhandari Gaun Bhatekhola Bajhang,Error
Mata Durga Mandir,Error
Mathilo Dumre,Error
Maurakhara Goat Farm,Error
Mayadevi Park,Error
Mayur Stationery,Error
Mayurbarna Mahabihar,Error
MDMS Online,Error
Melai Chaur,Error
Melamchi Bus Park (Krishna Bhawan),Error
Melauli Bhagwati Mandir,Error
Melauli Municipality,Error
Mhanegang (Mahanaeganga Banakhau),Error
Miklajung,Error
Miklajung Ward No. 2,Error
Miku Nepal,Error
Milan Art Gallery,Error
Mul Chowk,Error
Mulpani,Error
Mundhum Trail,Error
Mundum Trail,Error
Nag Daha,Error
Nagpokhari Pond,Error
Nigoo Pukhu (Dui Pokhari),Error
Okhaldhunga Chaur,Error
Old Dhulikhel Bazar,Error
Old Gurung Museum,Error
Om Gift And Art Gallery,Error
Om Park,Error
One Day Interactive 3D Museum,Error
Panauti Heritage Site,Error
Patan Fine Art,Error
Praken Gompa,Error
Pachagachiya Temple,Error
Pachaljharna Waterfall,Error
Padam Kanta's Tea Garden,Error
Padelchhap Raniban Harit Park (Indreni Picnic Spot),Error
Pakadi Tree,Error
Pakchikhog Blessed Valley,Error
Pakhar Tree Park,Error
"Pakhribas Bazar,Dhankuta",Error
Pakhribas Picnic Spot,Error
Pakucha Hiking Trail,Error
Palanchowk Bhagwati Tower Picnic Spot,Error
Palpa Rampur,Error
Palpa Fun Park,Error
Palungtar Municipal Temple,Error
Pana (Rara Region),Error
Panauti to Dhulikhel Community Hike,Error
Panch Pokhari,Error
Panch Pokhari Shiva Temple,Error
Panchadeval Picnic Spot,Error
Panchakanya Mai Temple,Error
Panchkhapan Municipality,Error
Panchpokhari Stupa (MANI Stupa),Error
Pandaveshwor Mahadev Temple,Error
Pangboche Monastery,Error
Panini Tapobhumi,Error
Parbat Beni,Error
Park Zone Hile,Error
Parsa National Park,Error
Pashupatinath Temple,Error
Pasupatinath Forest,Error
Patan Durbar Square,Error
Patan Park,Error
Pathibhara Devi Temple,Error
Paudeswor Bodil,Error
Phagunanda Park,Error
Phalcha (Paati),Error
Phungphunge Waterfall,Error
Phushre Statue,Error
Pigeon Hill Resort,Error
Pikey Peak,Error
Pimbahal Pokhari,Error
Pokharathok,Error
Pokhari Bazar,Error
Pokhari Danda,Error
Pokhari (Bhaimashwor Pokhari),Error
Pokhrel Height,Error
Pomujong Yak,Error
Pottery Square,Error
Pragya Art Gallery,Error
Pragya Thangka Art Gallery,Error
Prithivi Narayan Shah Statue,Error
Pujari Math,Error
Pulkamukh Gulmi,Error
Puranche Dolakha,Error
Purani Pokhari,Error
Rampurwa Pokhari,Error
RR Garden,Error
Runti,Error
Radha Krishna Temple,Error
Radhakrishna Temple,Error
Rahadev Temple,Error
Rai Dada (Historical Place of Kirat),Error
Rainadevi Temple,Error
Rajarani Ralli,Error
Rajat Jayanti Park,Error
Rajdevi Mandir,Error
Rajdevi Mata Temple,Error
Rajiya Mandir,Error
Ram Janaki Mandir,Error
Ram Janaki Temple,Error
Ram Mandir Battisputali,Error
Ram Sita Mandir,Error
Ram Sita Vivah Mandap,Error
Ramailo Dada (Aakash Memorial),Error
Rambha Top,Error
Ramche Dada,Error
Ramding Waterfall,Error
Rameshwor Temple,Error
Rampur Church,Error
Ranajor Khola,Error
Rangi Art Gallery,Error
Rani Mahal,Error
Ranipauwa,Error
Rani Pokhari,Error
Raniban Park,Error
Ranibari Community Forest,Error
Ranipokhari of Bhaktapur,Error
Raniratwada Mandir,Error
Raniwash Temple,Error
Rapti River,Error
Rapti Riverside,Error
Rara National Park,Error
Ratna Park,Error
Ratnakar Mahabihar,Error
Rato Machchhindranath Jatra,Error
Rato Machchhindranath Mandir,Error
Raulakedar Temple,Error
Resunga Viewtower,Error
Resunga Yagyashala Mandir,Error
Resunga Daha Waterfall,Error
Rishikesh Temple,Error
Rock Edict (Chattahna Abhilekha),Error
Rolpa Sunchhahari Jharana,Error
Rolpa View,Error
Roshi Jharana,Error
Ruby Valley,Error
Rudra Lake,Error
Rudrabarna Mahabihar (Uku Bahal),Error
Rudraman Gurung Memorial Park,Error
Salan Ganesh Dyo Chhen,Error
Salan Ganesh Temple and Pond,Error
Sarangkot,Error
Saraswati Temple,Error
Seto Bhairab Mandir,Error
Shani Mandir,Error
Sudhi Khola,Error
Sundarijal,Error
Sundarijal-Chisapani Trek,Error
Sunkoshi River,Error
Swargadwari Pyuthan,Error
Sworgadwari Temple (Todkey),Error
Taleju Mandir Patan,Error
Tanglu Hill Station,Error
Tanjakot Temple Humla,Error
Tansen Park,Error
"Tatopani Hot Spring, Jumla",Error
The Image of Chatur Narayan,Error
Statue of King Bhupatindra Malla,Error
Tilaurakot,Error
Tribeni Dham,Error
Tumling,Error
Tundaldevi Mandir,Error
Ugrachandi Statue Bhaktapur Durbar Square,Error
Ugrachandi Mandir Patan,Error
World Peace Pagoda,Error
Yakshyeshwor Temple,Error
Balkumari Mandir,Error
Balkumari Temple (Kawalakhau Dayah),Error
Bannigadhi Jayagadh,Error
Barahi Ajima Temple,Error
Ghyampe Danda,Error
Kan Dewata Mandir,Error
Ranikot,Error
Thulasain,Error
Bishnu Devi Temple,Error
Vishnu Kunda,Error
Wakupati Narayan Temple,Error
Banaskhandi Temple,Error
Wara Chautara Park,Error
Baahun Dada,Error
Yalabang Gaumba,Error
Yamunamai,Error
The Bhairabnath Temple,Error
Shiva Mandir,Error
Gufa Pokhari View Point,Error
Phalelung (Phalut),Error
Anantalingeshwor Mahadev Temple,Error
